Requirement_Set_ID,Factor_ID,Card_ID,Initiative_ID,Factor_Bank,Formula_Type,Calculation_Expression,Primary_Output_Metric,Output_Unit_Rule,Scenario_Value_Source,Eligibility_Rule,Coverage_Default,Override_Rule,Missing_Input_Behaviour,Required_Input_Count,Total_Input_Count,Requirement_Status,Lifecycle_Status,Access_Classification,Factor_Availability,Version,Last_Reviewed,Source_Workbook,Source_Row
CRS-0562,CPF-0141,CARD-0562,INIT-0141,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified reductions from actions triggered by the initiative; assign 0 standalone tCO₂e to policy, assessment or measurement alone.",Carbon abatement,standalone tCO₂e; verified downstream reductions only,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,142
CRS-0563,CTF-0141,CARD-0563,INIT-0141,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,universal payback benchmark; client capex and annual net saving required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,142
CRS-0564,CEF-0141,CARD-0564,INIT-0141,Efficiency Factors,DISPLAY_PUBLISHED,"Efficiency improvement % = (baseline intensity − current intensity) ÷ baseline intensity × 100; normalise for covers, rooms or production volume.",Efficiency,% identified water risks with mitigation plan and named owner,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,142
CRS-0565,CCF-0142,CARD-0565,INIT-0142,Cost Factors,DISPLAY_PUBLISHED,Annual net saving = avoided water m³ × water/sewer tariff + avoided kWh × energy tariff − maintenance and treatment cost.,Cost,transferable benchmark; client capex operating cost activity volume and avoided cost data required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,143
CRS-0566,CPF-0142,CARD-0566,INIT-0142,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = avoided water-treatment and heating kWh × reporting-year energy factor ÷ 1,000.",Carbon abatement,Baseline and post change water flow heat and energy intensity from the KPI,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,143
CRS-0567,CTF-0142,CARD-0567,INIT-0142,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,universal payback benchmark; client capex and annual net saving required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,143
CRS-0568,CEF-0142,CARD-0568,INIT-0142,Efficiency Factors,DISPLAY_PUBLISHED,"Efficiency improvement % = (baseline intensity − current intensity) ÷ baseline intensity × 100; normalise for covers, rooms or production volume.",Efficiency,m³ water reused per year and % of site water demand,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,143
CRS-0569,CCF-0143,CARD-0569,INIT-0143,Cost Factors,DISPLAY_PUBLISHED,"Annual programme cost = internal hours × loaded hourly rate + specialist, audit, data-system and assurance fees.",Cost,transferable benchmark; client capex operating cost activity volume and avoided cost data required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,144
CRS-0570,CPF-0143,CARD-0570,INIT-0143,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified reductions from actions triggered by the initiative; assign 0 standalone tCO₂e to policy, assessment or measurement alone.",Carbon abatement,standalone tCO₂e; verified downstream reductions only,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,144
CRS-0571,CTF-0143,CARD-0571,INIT-0143,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,universal payback benchmark; client capex and annual net saving required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,144
CRS-0572,CEF-0143,CARD-0572,INIT-0143,Efficiency Factors,DISPLAY_PUBLISHED,"Coverage % = completed or compliant scope ÷ eligible scope × 100; track exceptions, action closure and review cadence.",Efficiency,Wholesale contract in place unit cost reduction and data quality improvement,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,144
CRS-0573,CCF-0144,CARD-0573,INIT-0144,Cost Factors,DISPLAY_PUBLISHED,"Annual programme cost = internal hours × loaded hourly rate + specialist, audit, data-system and assurance fees.",Cost,transferable benchmark; client capex operating cost activity volume and avoided cost data required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,145
CRS-0574,CPF-0144,CARD-0574,INIT-0144,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified reductions from actions triggered by the initiative; assign 0 standalone tCO₂e to policy, assessment or measurement alone.",Carbon abatement,standalone tCO₂e; verified downstream reductions only,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,145
CRS-0575,CTF-0144,CARD-0575,INIT-0144,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,universal payback benchmark; client capex and annual net saving required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,145
CRS-0576,CEF-0144,CARD-0576,INIT-0144,Efficiency Factors,DISPLAY_PUBLISHED,"Efficiency improvement % = (baseline intensity − current intensity) ÷ baseline intensity × 100; normalise for covers, rooms or production volume.",Efficiency,% food and ingredient spend mapped for water intensity,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,145
CRS-0577,CCF-0145,CARD-0577,INIT-0145,Cost Factors,DISPLAY_PUBLISHED,Annual net saving = avoided water m³ × water/sewer tariff + avoided kWh × energy tariff − maintenance and treatment cost.,Cost,transferable benchmark; client capex operating cost activity volume and avoided cost data required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,146
CRS-0578,CPF-0145,CARD-0578,INIT-0145,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = avoided water-treatment and heating kWh × reporting-year energy factor ÷ 1,000.",Carbon abatement,Baseline and post change water flow heat and energy intensity from the KPI,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,146
CRS-0579,CTF-0145,CARD-0579,INIT-0145,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,universal payback benchmark; client capex and annual net saving required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,146
CRS-0580,CEF-0145,CARD-0580,INIT-0145,Efficiency Factors,DISPLAY_PUBLISHED,"Efficiency improvement % = (baseline intensity − current intensity) ÷ baseline intensity × 100; normalise for covers, rooms or production volume.",Efficiency,% fixtures upgraded and % flow rate reduction,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,146
CRS-0581,CCF-0146,CARD-0581,INIT-0146,Cost Factors,DISPLAY_PUBLISHED,Annual net saving = avoided water m³ × water/sewer tariff + avoided kWh × energy tariff − maintenance and treatment cost.,Cost,transferable benchmark; client capex operating cost activity volume and avoided cost data required,PUBLISHED_DISPLAY_VALUE,"Brewries, Pubs/Bars (partial)",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,147
CRS-0582,CPF-0146,CARD-0582,INIT-0146,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = avoided water-treatment and heating kWh × reporting-year energy factor ÷ 1,000.",Carbon abatement,Baseline and post change water flow heat and energy intensity from the KPI,PUBLISHED_DISPLAY_VALUE,"Brewries, Pubs/Bars (partial)",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,147
CRS-0583,CTF-0146,CARD-0583,INIT-0146,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,universal payback benchmark; client capex and annual net saving required,PUBLISHED_DISPLAY_VALUE,"Brewries, Pubs/Bars (partial)",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,147
CRS-0584,CEF-0146,CARD-0584,INIT-0146,Efficiency Factors,DISPLAY_PUBLISHED,"Efficiency improvement % = (baseline intensity − current intensity) ÷ baseline intensity × 100; normalise for covers, rooms or production volume.",Efficiency,Litres of hot liquor per hectolitre of beer,PUBLISHED_DISPLAY_VALUE,"Brewries, Pubs/Bars (partial)",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,147
CRS-0585,CCF-0147,CARD-0585,INIT-0147,Cost Factors,DISPLAY_PUBLISHED,Annual net saving = avoided water m³ × water/sewer tariff + avoided kWh × energy tariff − maintenance and treatment cost.,Cost,transferable benchmark; client capex operating cost activity volume and avoided cost data required,PUBLISHED_DISPLAY_VALUE,"Brewries, Pubs/Bars (partial)",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,148
CRS-0586,CPF-0147,CARD-0586,INIT-0147,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = avoided water-treatment and heating kWh × reporting-year energy factor ÷ 1,000.",Carbon abatement,Baseline and post change water flow heat and energy intensity from the KPI,PUBLISHED_DISPLAY_VALUE,"Brewries, Pubs/Bars (partial)",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,148
CRS-0587,CTF-0147,CARD-0587,INIT-0147,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,universal payback benchmark; client capex and annual net saving required,PUBLISHED_DISPLAY_VALUE,"Brewries, Pubs/Bars (partial)",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,148
CRS-0588,CEF-0147,CARD-0588,INIT-0147,Efficiency Factors,DISPLAY_PUBLISHED,"Efficiency improvement % = (baseline intensity − current intensity) ÷ baseline intensity × 100; normalise for covers, rooms or production volume.",Efficiency,CIP temperature °C kWh per cycle and water volume per cycle,PUBLISHED_DISPLAY_VALUE,"Brewries, Pubs/Bars (partial)",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,148
CRS-0589,CCF-0148,CARD-0589,INIT-0148,Cost Factors,DISPLAY_PUBLISHED,Annual net saving = avoided water m³ × water/sewer tariff + avoided kWh × energy tariff − maintenance and treatment cost.,Cost,transferable benchmark; client capex operating cost activity volume and avoided cost data required,PUBLISHED_DISPLAY_VALUE,"Hotels, Pubs/Bars (partial), Experiential Leisure (partial)",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,149
CRS-0590,CPF-0148,CARD-0590,INIT-0148,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = avoided water-treatment and heating kWh × reporting-year energy factor ÷ 1,000.",Carbon abatement,Baseline and post change water flow heat and energy intensity from the KPI,PUBLISHED_DISPLAY_VALUE,"Hotels, Pubs/Bars (partial), Experiential Leisure (partial)",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,149
CRS-0591,CTF-0148,CARD-0591,INIT-0148,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,universal payback benchmark; client capex and annual net saving required,PUBLISHED_DISPLAY_VALUE,"Hotels, Pubs/Bars (partial), Experiential Leisure (partial)",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,149
CRS-0592,CEF-0148,CARD-0592,INIT-0148,Efficiency Factors,DISPLAY_PUBLISHED,"Efficiency improvement % = (baseline intensity − current intensity) ÷ baseline intensity × 100; normalise for covers, rooms or production volume.",Efficiency,Wash temperature % eligible loads line dried and kWh per kg laundry,PUBLISHED_DISPLAY_VALUE,"Hotels, Pubs/Bars (partial), Experiential Leisure (partial)",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,149
CRS-0593,CCF-0149,CARD-0593,INIT-0149,Cost Factors,DISPLAY_PUBLISHED,"Annual programme cost = internal hours × loaded hourly rate + specialist, audit, data-system and assurance fees.",Cost,transferable benchmark; client capex operating cost activity volume and avoided cost data required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,150
CRS-0594,CPF-0149,CARD-0594,INIT-0149,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified reductions from actions triggered by the initiative; assign 0 standalone tCO₂e to policy, assessment or measurement alone.",Carbon abatement,standalone tCO₂e; verified downstream reductions only,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,150
CRS-0595,CTF-0149,CARD-0595,INIT-0149,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,universal payback benchmark; client capex and annual net saving required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,150
CRS-0596,CEF-0149,CARD-0596,INIT-0149,Efficiency Factors,DISPLAY_PUBLISHED,Waste improvement % = (baseline waste intensity − current waste intensity) ÷ baseline waste intensity × 100; track volume and avoided cost.,Efficiency,Assessment completed with waste volume split by stream,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,150
CRS-0597,CCF-0150,CARD-0597,INIT-0150,Cost Factors,DISPLAY_PUBLISHED,"Annual programme cost = internal hours × loaded hourly rate + specialist, audit, data-system and assurance fees.",Cost,transferable benchmark; client capex operating cost activity volume and avoided cost data required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,151
CRS-0598,CPF-0150,CARD-0598,INIT-0150,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified reductions from actions triggered by the initiative; assign 0 standalone tCO₂e to policy, assessment or measurement alone.",Carbon abatement,standalone tCO₂e; verified downstream reductions only,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,151
CRS-0599,CTF-0150,CARD-0599,INIT-0150,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,universal payback benchmark; client capex and annual net saving required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,151
CRS-0600,CEF-0150,CARD-0600,INIT-0150,Efficiency Factors,DISPLAY_PUBLISHED,Waste improvement % = (baseline waste intensity − current waste intensity) ÷ baseline waste intensity × 100; track volume and avoided cost.,Efficiency,Food waste kg per cover or per revenue versus baseline,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,151
CRS-0601,CCF-0151,CARD-0601,INIT-0151,Cost Factors,DISPLAY_PUBLISHED,Annual net saving = avoided material or food kg × verified unit cost + avoided disposal cost − operating and maintenance cost.,Cost,transferable benchmark; client capex operating cost activity volume and avoided cost data required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,152
CRS-0602,CPF-0151,CARD-0602,INIT-0151,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = avoided or diverted kg × verified lifecycle or disposal-route kgCO₂e/kg ÷ 1,000.",Carbon abatement,Baseline and post change material or waste volume plus verified lifecycle factor,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,152
CRS-0603,CTF-0151,CARD-0603,INIT-0151,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,universal payback benchmark; client capex and annual net saving required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,152
CRS-0604,CEF-0151,CARD-0604,INIT-0151,Efficiency Factors,DISPLAY_PUBLISHED,Waste improvement % = (baseline waste intensity − current waste intensity) ÷ baseline waste intensity × 100; track volume and avoided cost.,Efficiency,% food waste diverted to composting or anaerobic digestion,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,152
CRS-0605,CCF-0152,CARD-0605,INIT-0152,Cost Factors,DISPLAY_PUBLISHED,Annual net saving = avoided material or food kg × verified unit cost + avoided disposal cost − operating and maintenance cost.,Cost,transferable benchmark; client capex operating cost activity volume and avoided cost data required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,153
CRS-0606,CPF-0152,CARD-0606,INIT-0152,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = avoided or diverted kg × verified lifecycle or disposal-route kgCO₂e/kg ÷ 1,000.",Carbon abatement,Baseline and post change material or waste volume plus verified lifecycle factor,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,153
CRS-0607,CTF-0152,CARD-0607,INIT-0152,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,universal payback benchmark; client capex and annual net saving required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,153
CRS-0608,CEF-0152,CARD-0608,INIT-0152,Efficiency Factors,DISPLAY_PUBLISHED,Waste improvement % = (baseline waste intensity − current waste intensity) ÷ baseline waste intensity × 100; track volume and avoided cost.,Efficiency,kg surplus redistributed per month and estimated meals provided,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,153
CRS-0609,CCF-0153,CARD-0609,INIT-0153,Cost Factors,DISPLAY_PUBLISHED,"Annual programme cost = internal hours × loaded hourly rate + specialist, audit, data-system and assurance fees.",Cost,transferable benchmark; client capex operating cost activity volume and avoided cost data required,PUBLISHED_DISPLAY_VALUE,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,UNLINKED,1.0,2026-08-18,Consolidate.xlsx,154
