Case_ID,Initiative_ID,Initiative_Name,Sort_Order,Title,Narrative,Source_Count,Source_Workbook,Source_Row
CASE-0148,INIT-0148,Reduce water temp in laundry; and line dry linens where possible,1,,"Case named in source: Apple Farm Inn. Execution: On-site hardware utilizes electrical currents to safely convert ambient oxygen into ozone gas The generated ozone is automatically dissolved and diffused into the incoming cold water supply lines connected to the commercial washing machines. Because ozone acts as a highly potent oxidizing agent, it rapidly destroys bacteria, viruses, and organic soils in cold water—completely eliminating the historic operational mandate to wash sheets and towels at high temperatures (130°F–140°F+) The natural chemical efficiency of ozone allows engineers to replace traditional multi-step hot wash profiles with a shortened, ambient-temperature washing program Ozone naturally relaxes fabric fibers during the wash wheel cycle. This maximizes moisture extraction during the final spin cycle, lowering the residual moisture retention of the linens before they enter the drying or air-line phase. Impact: The hotel successfully reduced its overarching laundry operational costs by 40% Swapping to cold-water laundering slashed elevated-temperature water requirements by 37 gallons (a 27% drop) per wash load, immediately lowering natural gas and electrical utility bills The optimized rinse cycles reduced overall water consumption by 22 gallons per single wash load The compressed cycle profiles stripped a verified 11 minutes out of total laundering time per load The enhanced oxidation properties of ozone enabled a 21% reduction in total laundry chemicals (saving 1.6 ounces of detergent and bleach per load)",0,Consolidate.xlsx,149
CASE-0149,INIT-0149,Conduct a waste characterisation assessment,1,,Case named in source: Reeco.,0,Consolidate.xlsx,150
CASE-0150,INIT-0150,"Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date",1,,Case named in source: MGM.,0,Consolidate.xlsx,151
CASE-0151,INIT-0151,Segregate food waste for composting or Anaerobic Digestion,1,,Case named in source: US Dept of Agri.,0,Consolidate.xlsx,152
CASE-0152,INIT-0152,Distribute Surplus Food via a credible distribution partner,1,,"Case named in source: Hilton. Execution: The kitchen team systematically isolated and gathered high-quality food assets that could not be commercially sold The hotel established a long-term partnership with The Felix Project, a local charity dedicated to fighting hunger by collecting fresh surplus food and routing it to schools and regional charities Instead of simply handing over raw ingredients, the hotel leveraged its massive kitchen footprint and large freezer storage. Multi-departmental staff volunteers and chefs collaboratively upcycled the donations into ready-to-eat, portion-controlled microwavable meals. The culinary team dynamically engineered recipes around whatever was delivered, combining their own surplus kitchen items with charity-provided overstock the hotel's on-site restaurant introduced separate zero-waste menus, utilizing cross-utilization techniques The entire operational volume and downstream disposal avoidance are managed and tracked using LightStay, Hilton’s award-winning proprietary ESG management system Impact: Over the course of the partnership, the team successfully collected and redirected a verified 10.15 tonnes of surplus food The kitchen volunteers transformed this saved mass into over 73,000 ready-to-eat microwavable meals for vulnerable local populations Prevents Methane Landfill Vents Lowers Commercial Disposal Fees Unlocks Brand Premium and Client Alignment Boosts Team Culture and Moral Engagement",0,Consolidate.xlsx,153
CASE-0153,INIT-0153,Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days,1,,"Case named in source: Hospitality 360. Execution: Physical Mass Characterization Procurement Value Mapping Circularity Sourcing Hackathons Commercial Feasibility Inquest The 90-Day Circularity Action Plan Impact: Implementing the identified circular solutions successfully shifts the facility's baseline metrics to achieve a 50% to 65% absolute diversion rate from local landfills Diverting dense, heavy organic and packaging streams out of general refuse containers yields an immediate 30% to 42% reduction in commercial trade disposal fees and volumetric tipping taxes Mitigates Evolving Regulatory Compliance Risks",0,Consolidate.xlsx,154
CASE-0154,INIT-0154,Train operational teams to reduce production waste and measure pre/post-training waste performance,1,,"Case named in source: Marriott. Execution: Integrated Tracking Hardware Targeted Waste Stream Identification Dynamic Operational Adjustments Data-Driven Sourcing and Production Sheets Visual Performance Feedback Impact: The hotel achieved a verified 66% reduction in food waste by financial value Successfully dropped the physical volume of organic waste by 58% by weight adjusting portion sizes and tray configurations in the staff canteen cut organic waste by 20 pounds per day, saving over 7,000 pounds of food annually Reduced Scope 3 Value Chain Footprint",0,Consolidate.xlsx,155
CASE-0155,INIT-0155,Quantify your food waste,1,,"Case named in source: Winnow. Execution: Automated Data Capture Machine Learning Identification Overcoming Surveillance Anxieties Dynamic Menu Adjustments Impact: Establishments using the technology successfully reduce their total food waste volumes by up to 50% within the first year Quantifying waste allows commercial kitchens to shrink their overarching food procurement costs by between 3% and 8% The technology delivers a full, positive ROI within the first 12 months in roughly 95% of commercial cases Implementing this exact system across 23 UK and Ireland IKEA stores drove a 50% food waste reduction, saving in excess of £1.4Mn in a single year (the equivalent of over 1.2 Mn meals) On a macro level, the business model has enabled hospitality clients to collectively save the equivalent of 36 million meals every year",0,Consolidate.xlsx,156
CASE-0156,INIT-0156,Extend the life of your cooking oil,1,,"Case named in source: Burger King. Execution: Stores established a ""Pre-Test"" baseline using a digital oiltester to measure the Total Polar Materials (% TPM) of frying oil, setting a strict quality retirement limit of 24% TPM Test locations ran a standard daily procedure consisting of evening built-in fryer filtration followed by morning TPM oil-quality logging and documentation During the active test phase, teams integrated mobile VITO microfiltration systems into their morning routine, using a high-pressure, 60 l/min pressure-vortex filter paper loop directly inside active vats for a standard 4.5-minute cycle time The procedure was independently validated across two distinct high-volume equipment setups: dedicated French Fries Fryers and multi-use product Fryers Impact: Extended average oil lifespan from 5 days to 8 days (a 60% duration increase), saving 27.3 full oil changes per year and cutting oil demand by 37.5% Delivered a consistent 30% to 36% absolute reduction in frying oil consumption across all store profiles Delivered a consistent 30% to 36% absolute reduction in frying oil consumption across all store profiles Generated financial oil cost savings of €180.00 to €350.00 per month, translating directly to €2,300.00 to €4,622.00 in annual net savings per restaurant Factoring in the machine expenditure and ongoing paper filter operating costs, the equipment completely paid for itself with an ROI of 6.6 to 12.8 months",0,Consolidate.xlsx,157
CASE-0157,INIT-0157,Recycle your used cooking oil at end of life,1,,"Case named in source: Burger King. Execution: Stores established a ""Pre-Test"" baseline using a digital oiltester to measure the Total Polar Materials (% TPM) of frying oil, setting a strict quality retirement limit of 24% TPM Test locations ran a standard daily procedure consisting of evening built-in fryer filtration followed by morning TPM oil-quality logging and documentation During the active test phase, teams integrated mobile VITO microfiltration systems into their morning routine, using a high-pressure, 60 l/min pressure-vortex filter paper loop directly inside active vats for a standard 4.5-minute cycle time The procedure was independently validated across two distinct high-volume equipment setups: dedicated French Fries Fryers and multi-use product Fryers Impact: Extended average oil lifespan from 5 days to 8 days (a 60% duration increase), saving 27.3 full oil changes per year and cutting oil demand by 37.5% Delivered a consistent 30% to 36% absolute reduction in frying oil consumption across all store profiles Delivered a consistent 30% to 36% absolute reduction in frying oil consumption across all store profiles Generated financial oil cost savings of €180.00 to €350.00 per month, translating directly to €2,300.00 to €4,622.00 in annual net savings per restaurant Factoring in the machine expenditure and ongoing paper filter operating costs, the equipment completely paid for itself with an ROI of 6.6 to 12.8 months",0,Consolidate.xlsx,158
CASE-0158,INIT-0158,Process food waste on-site,1,,"Case named in source: Grand hyatt. Execution: Kitchen staff and back-of-house teams discard food scraps, fish skins, fat, and meat bones directly into MEIKO WasteStar vacuum inlets installed right at their workstations The waste is immediately sucked away through an automated vacuum system into a centralized grinder and dewatering unit The centralized unit pulps the waste and mechanically reduces its water content by 50% The resulting dry pulp is transferred into an on-site 'Rapid Thermophilic Digestion System' (developed by Biomax Technologies). The system converts the pulp into pathogen-free organic fertilizer in under 24 hours To support the initial installation budget, the hotel secured a US $250,000 grant through Singapore's National Environment Agency (NEA) 3R Fund Impact: The combined vacuum and digestion process successfully reduces every 1,000 kg of daily food waste down to just 250 kg of organic fertilizer (a 75% mass reduction) The hotel permanently diverts 400 tonnes of food waste out of landfills annually Bypassing traditional bin disposal saves approximately 55,000 single-use trash bags every year",0,Consolidate.xlsx,159
CASE-0159,INIT-0159,Recycle and responsibly dispose of staff uniforms at end-of-life,1,,"Case named in source: 360 Weave. Execution: Participating commercial properties gather thousands of keys' worth of torn, stained, or decommissioned operational textiles (such as staff uniforms, bed sheets, and kitchen linens) that are no longer fit for property service Collected mass is contractually handed over to specialized logistics networks. For example, The First Group Hotels transferred 2.5 tons of textiles while Millennium Place Dubai Marina handed over 1 ton within a single target cycle The gathered fabric materials are shipped to Dr. Linen's advanced processing and sortation facilities Specialized equipment shreds, breaks down, and reconstitutes the fabrics at a fiber level. This mechanically transforms the spent waste back into raw, usable threads and textiles The newly spun materials are either manufactured back into circular textiles to be reintroduced straight into the hospitality sector or allocated directly to community donation networks Impact: The collaborative framework successfully intercepted and diverted an aggregate of 3.5 tons (3,500 kg) of structural textile waste away from municipal garbage skips in a single month The operational infrastructure successfully scales across massive hospitality portfolios, instantly pulling metrics from organizations managing more than 2,800 rooms/keys Maximizes Brand Protection and Security",0,Consolidate.xlsx,160
CASE-0160,INIT-0160,Switch to lower-impact takeaway packaging,1,,"Case named in source: Hotrec. Execution: The chain phased out standard single-use plastic containers, replacing them with Kiobox—a highly durable, European-manufactured takeaway box made from a sturdy composite mix of ABS plastic and natural wood fibres To optimize operational efficiency and maximize user accessibility, the business intentionally avoided complex mobile apps or data storage requirements. Instead, it functions as a direct, frictionless cash/card deposit and guarantee refund system at the point of sale Facing a systemic lack of infrastructure support from external food delivery platforms, the chain restructured its fulfillment team. It scaled up its internal delivery fleet to directly control and manage 75% of all incoming takeaway orders, ensuring the smooth return of the boxes The durable composite boxes are treated as operational assets rather than single-use trash, remaining in active restaurant-to-consumer circulation loops for over five years without degrading in material quality Impact: The execution successfully prevented the procurement, handling, and disposal of over 5 million single-use takeaway boxes The low-tech deposit framework achieved an impressive 90% return and retention rate for the packaging containers over a continuous five-year period The circular packaging infrastructure seamlessly handles the capacity of a high-volume restaurant chain spanning 22 distinct locations",0,Consolidate.xlsx,161
CASE-0161,INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",1,,"TfL's Smart Commuting Toolkit (2025) recommends reducing employee travel emissions through public transport, active travel, flexible working, and reduced car dependency. Suggested employee incentives include cycle-to-work schemes, bike-share memberships, season ticket loans, flexible/hybrid working, active travel rewards, workplace cycling facilities (showers, lockers, bike parking), travel champions, and car-sharing schemes.",1,Consolidate.xlsx,162
CASE-0162,INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,1,,"This ERM article argues that fleet decarbonization should be approached as a business value opportunity rather than a purely sustainability initiative. Instead of pursuing full fleet electrification, organizations should adopt a targeted, phased strategy that combines EVs, alternative fuels, and fleet optimization based on vehicle type, geography, and operational requirements.
ERM presents three fleet decarbonization case studies:(1) US based HVAC company achieved 34% emissions intensity reduction and $2.2M annual savings through targeted EV adoption and leasing;(2) US based-Wholesale distributor achieved 13% emissions reduction using renewable diesel at 40% lower cost than full fleet electrification;(3) European waste services company is projected to deliver 50-70% emissions reductions by 2035 through a phased electrification strategy, with 17% of fleet emissions addressable immediately in a cost-effective manner.",0,Consolidate.xlsx,163
CASE-0163,INIT-0168,Install a filtered water system to avoid bottled water.,1,,"Evidence: Eco Pure Waters
Execution: Venues installed on-site commercial filtration hardware (such as Blu Glass systems, countertop units, and corridor self-serve stations) tailored to high-traffic areas like dining rooms, guest suites, spas, and lounges.
Large-scale hotels (like the Crowne Plaza Kings Cross) integrated a heavy-duty Quattro Filler upgrade, allowing hospitality staff to fill four bottles simultaneously to save time during room preparation.
Operations eliminated single-use waste by provisioning custom-designed, reusable glass containers (such as Felix and Franklin bottles) paired with reusable or tamper-evident closures.
Staff integrated washing, sanitisation, and on-site refilling into standard daily cleaning and catering workflows, completely bypassing the traditional commercial beverage supply chain
Impact: Grantley Hall (47 rooms, 5 eateries): Eliminates over 160,000 single-use bottles annually, avoiding approximately 47 tonnes of CO2 and securing £119,000 in annual savings (an 80% cost reduction per bottle)
Marriott Regents Park (304 rooms & suites): Eradicates 141,000 single-use bottles per year, cutting carbon by 40 tonnes of CO2 and dropping procurement costs by £104,000 annually (an 80% cost reduction per bottle)",0,Consolidate.xlsx,169
CASE-0164,INIT-0169,Procure water sustainably.,1,,Evidence: Accor Group,0,Consolidate.xlsx,170
CASE-0165,INIT-0171,Recycle equipment at end-of-life,1,,"Evidence: Exeter CE
Execution: Digital Lifecycle Mapping
On-Site Asset Auditing
Circular Potential Classification
Component-Level Harvesting
Impact: Refurbishing and retaining three existing units—instead of buying brand-new linear replacements—delivered more than £17,700 in direct cost savings to the business
Safely harvesting and retaining working parts from the remaining decommissioned products generated over £9,000 in internal component cost savings
Selling the remaining unneeded harvested spare parts into regional technical supply markets generated £2,332 in direct secondary income
The initial site diagnostic successfully uncovered an immediate £6,000 to £7,000 in hidden purchase value tied up in completely idle, unutilized kitchen assets",0,Consolidate.xlsx,172
CASE-0166,INIT-0172,Promote takeaway options for unfinished food,1,,"Evidence: Trimming the plate
Execution: Refurbishing and retaining three existing units—instead of buying brand-new linear replacements—delivered more than £17,700 in direct cost savings to the business
Safely harvesting and retaining working parts from the remaining decommissioned products generated over £9,000 in internal component cost savings
Selling the remaining unneeded harvested spare parts into regional technical supply markets generated £2,332 in direct secondary income
The initial site diagnostic successfully uncovered an immediate £6,000 to £7,000 in hidden purchase value tied up in completely idle, unutilized kitchen assets
Impact: Refurbishing and retaining three existing units, instead of buying brand-new linear replacements delivered more than £17,700 in direct cost savings to the business
Safely harvesting and retaining working parts from the remaining decommissioned products generated over £9,000 in internal component cost savings
Selling the remaining unneeded harvested spare parts into regional technical supply markets generated £2,332 in direct secondary income
The initial site diagnostic successfully uncovered an immediate £6,000 to £7,000 in hidden purchase value tied up in completely idle, unutilized kitchen assets",0,Consolidate.xlsx,173
CASE-0167,INIT-0173,"Reduce active menu SKU count by a defined %, and measure the impact on food waste per cover over the following 90 days",1,,"Evidence: Trimming the plate
Execution: Refurbishing and retaining three existing units—instead of buying brand-new linear replacements—delivered more than £17,700 in direct cost savings to the business
Safely harvesting and retaining working parts from the remaining decommissioned products generated over £9,000 in internal component cost savings
Selling the remaining unneeded harvested spare parts into regional technical supply markets generated £2,332 in direct secondary income
The initial site diagnostic successfully uncovered an immediate £6,000 to £7,000 in hidden purchase value tied up in completely idle, unutilized kitchen assets
Impact: Refurbishing and retaining three existing units, instead of buying brand-new linear replacements delivered more than £17,700 in direct cost savings to the business
Safely harvesting and retaining working parts from the remaining decommissioned products generated over £9,000 in internal component cost savings
Selling the remaining unneeded harvested spare parts into regional technical supply markets generated £2,332 in direct secondary income
The initial site diagnostic successfully uncovered an immediate £6,000 to £7,000 in hidden purchase value tied up in completely idle, unutilized kitchen assets",0,Consolidate.xlsx,174
CASE-0168,INIT-0174,Responsibly dispose off or donate furniture and fittings at end-of-life,1,,"Evidence: Radisson
Execution: Disposal and redistribution frameworks are managed through a dual integration model, combining centralized corporate support directives with property-level execution managed by hotel General Managers
Dedicated Regional Responsible Business Champions vet, coordinate, and oversee localized donation logistics across Europe, the Middle East, Africa, and Asia Pacific to match idle assets with local needs
Hotel teams track resource management, donations, and landfill diversion indicators centrally through the THINK Hub data platform to verify compliance with global brand standards
Properties establish direct logistics partnerships with local non-profits, disaster-relief organizations, and global bodies (such as SOS Children's Villages) to safely transition items into secondary use
RHG enforces structural accountability by binding procurement partners to a strict Supplier Code of Conduct that mandates sustainable consumption and responsible material stewardship
Impact: Corporate offices and hotels collaboratively generated €1.25 million in cash and in-kind donations (including furniture, equipment, and structural assets) to non-profit organizations
Diverting bulk materials from landfill systems and adopting resource-efficient operations helped achieve a 33% reduction in carbon emissions per square metre compared to the 2019 baseline
These structured asset-recovery and operations standards contributed to 58% of the global hotel portfolio successfully qualifying for third-party verified ""Sustainable Stays"" status
Strategic partnerships supported by corporate resource distribution provided vital necessities and safe drinking water to 32,000 people globally",0,Consolidate.xlsx,175
CASE-0169,INIT-0175,Deploy [named technology] to monitor [named waste stream] and use data to reduce [waste type] by [target %] within 12 months,1,,"Evidence: Sodexo
Execution: System Integration Onboarding
Smart Device Deployment
Real-Time Touchscreen Categorisation
Automated Cloud Reporting
Normalized Baseline Setting
Collaborative Action Reviews
Impact: Properties using the technology successfully achieved up to a 41% maximum reduction in grams of food waste per cover from their baseline, driving a collective 16% average reduction across the technology-based sites
The collaborative intervention contributed to preventing a total of 12 tonnes of food waste per annum across all trial locations
 The 7p/cover efficiency gains yielded £3,900 in direct cash savings within the short eight-week monitoring period alone, scaling to an equivalent of £25,000 in recurring annual savings across the smart meter sites",0,Consolidate.xlsx,176
CASE-0170,INIT-0177,"Design for reusability, removing single-use items and therefore reducing overall waste produced",1,,"Evidence: Grounds & Greens
Execution: Phase one involved a comprehensive review of global, Canadian, and regional policy landscapes driving the shift away from single-use plastics and disposables
Phase two identified and mapped regional restaurants, cafés, food vendors, and event organizations actively partnering with specialized third-party reusable container suppliers
Phase three conducted detailed field interviews with nimble, early-adopting food service organizations to analyze operational workflows, reverse logistics, and barrier integration
Phase four analyzed the data across distinct socio-economic vectors, evaluating real-world economic considerations, infrastructure constraints (such as washing hubs), and consumer behavioral habits
Impact: Businesses transition to a positive return on investment, capturing true cost savings within a few months to one year after removing single-use inventories
Transitioning away from disposable cups and food ware to high-rotation alternatives can minimize a facility's overarching ecological footprint by up to 80%.",0,Consolidate.xlsx,178
CASE-0171,INIT-0178,Install an anaerobic digestion plant to recover biogas,1,,"Evidence: Bar Iberico
Execution: Operational teams deployed specialized, independent food waste bins directly inside high-traffic kitchen preparation zones and dish-clearing lines
Kitchen staff were continuously coached to separate organic matter across its full operational journey—from kitchen preparation scraps and overproduction to customer plate leftovers
To ensure high kitchen hygiene standards and prevent odor build-up, a collection schedule was established to clear the external food waste bins six times a week
Rather than dumping the organic matter, Flame UK channeled the collection fleet straight to regional anaerobic digestion processing facilities
The captured methane gas undergoes micro-processing inside the AD plant to be converted into high-grade biodiesel. This fuel is immediately routed back to power the very trucks that complete the weekly commercial waste collections
Impact: The initiative successfully intercepted and diverted 6.4 tonnes (6,400 kg) of food waste entirely away from landfill systems within its first four months of operation
Elimination of Waste Disposal and Tipping Fees
Mitigates Highly Destructive Landfill Gases",0,Consolidate.xlsx,179
CASE-0172,INIT-0179,Minimise extract losses and product wastage,1,,"Evidence: 9White Beer
Execution: On-Site Nitrogen Generation
Gas-Driven Product Recovery
Upgraded Heat Exchangers
The infrastructure layout cuts immediate CO2 dependency while creating a technical pathway for future gas recovery and recycling directly from the fermentation vents
Impact: The on-site infrastructure successfully generates an exact purity profile of 99.999% pure nitrogen from raw ambient air
These tight process controls protect the integrity of a high-volume micro-manufacturing facility producing 300,000 litres of craft beer annually
When combined with smart load shifting and a 30 kWp rooftop solar array, the facility's overall energy operating costs dropped by 40%",0,Consolidate.xlsx,180
