Initiative_ID,Initiative_Name,Topic,Sub_Topic,Description,Why_Benefit,How_Text,KPI,Sector_Included,Sector_Not_Included,Source_Old_Initiative,Value_Card_Slots,Has_Case,Source_Workbook,Source_Sheet,Source_Row
INIT-0128,"Map supply chains beyond Tier 1 (Tier 2/3, down to farm/origin level) for material (High-spend, high-carbon and/or high-risk commodities)",Supplier & Value Chain Engagement,Risk Anaysis,"Trace priority high-spend, high-emission or high-risk commodities beyond direct suppliers to Tier 2, Tier 3 and, where feasible, farm or origin level. Use the mapping to identify environmental risks, traceability gaps and opportunities for targeted intervention.","Improves visibility of risks and emissions hidden beyond direct suppliers, supports due diligence and enables interventions to be directed at the actual producers or processors responsible for impacts.","1. Prioritise commodities using spend, carbon and sustainability risk. 2. Request upstream supplier and origin information from Tier 1 suppliers. 3. Map processors, traders and producers. 4. Validate traceability evidence. 5. Flag gaps/high-risk origins and develop remediation plans. 6. Refresh mapping periodically.","% of material high-risk commodities traceable to Tier 2/3 or origin, with identified high-risk gaps under action",All,None,Map your key suppliers with key commodities and identify which suppliers need help.,4,YES,Consolidate.xlsx,工作表1,129
INIT-0129,"Map exposure to forest-risk commodities (soy, palm oil, cocoa, coffee, beef/leather, rubber, timber/paper & packaging)",Supplier & Value Chain Engagement,Deforestation,"Identify where forest-risk commodities such as soy, palm oil, cocoa, coffee, beef, leather, rubber, timber, paper and packaging occur within the supply chain. Assess procurement volumes, sourcing locations, suppliers, traceability and potential deforestation or conversion risks.","Identifies where deforestation risk is concentrated, supports compliance and due diligence, and provides the baseline needed to prioritise traceability, certification and supplier action.",1. Build a commodity inventory across direct and embedded ingredients/materials. 2. Quantify spend/volume and suppliers. 3. Identify sourcing countries/regions. 4. Screen geographic and commodity deforestation risk. 5. Prioritise high-risk combinations for traceability and supplier action. 6. Update annually.,% of relevant procurement spend or volume screened for forest-risk commodities and sourcing-location risk,All,None,New initiative,4,YES,Consolidate.xlsx,工作表1,130
INIT-0130,Set a deforestation-free sourcing commitment and require traceability to origin,Supplier & Value Chain Engagement,Deforestation,"Establish a time-bound commitment to source priority commodities without deforestation or ecosystem conversion. Define the commodities and supply-chain scope covered, require traceability to origin and set expectations for supplier compliance and verification.","Creates a clear standard for high-risk commodities, reduces exposure to land-use and reputational risk, supports regulatory readiness and drives improved traceability and supplier practices.","1. Define covered commodities, geographies and cut-off dates. 2. Establish traceability and verification requirements. 3. Incorporate requirements into supplier contracts/policies. 4. Collect origin data and assess compliance. 5. Remediate non-compliance and disclose progress annually.",% of priority forest-risk commodity volume covered by the commitment and traceable to origin or an accepted control point,All,None,Commit to zero deforestation in your supply chain.; Adopt strategies to promote deforestation free value chain.,4,YES,Consolidate.xlsx,工作表1,131
INIT-0131,"Source certified sustainable commodities (e.g. RSPO for palm oil, Rainforest Alliance/UTZ or 4C for coffee and cocoa, FSC/PEFC for timber and paper-based packaging)",Supplier & Value Chain Engagement,Deforestation,"Increase sourcing of priority commodities through recognised certification schemes or other credible verification mechanisms. Use certification alongside traceability, supplier due diligence and sourcing requirements rather than as a substitute for a broader responsible sourcing strategy.","Provides recognised third-party assurance, improves traceability and minimum sourcing standards, supports customer and stakeholder confidence, and can reduce exposure to environmental and social risks in high-risk commodities.",1. Identify priority commodities and approved schemes. 2. Establish baseline certified volume/spend. 3. Add certification requirements to specifications and contracts. 4. Verify chain-of-custody documentation. 5. Track certified volume and close gaps. 6. Combine certification with origin traceability and due diligence.,% of relevant commodity volume certified or otherwise verified against an approved sustainability standard,All,None,Introduce certification to demonstrate responsible sourcing and deforestation avoidance,4,YES,Consolidate.xlsx,工作表1,132
INIT-0132,Establish corporate travel policies that prioritise lower carbon transport,Supply Chain,Transport and Distribution,"A formal, written policy that sets clear rules about how staff travels for business, defaulting to lower carbon options and reducing unnecessary travel altogether, rather than leaving travel mode as an individual, ad hoc choice.","Transport is one of the largest sources of greenhouse gas emissions, and the carbon impact of different travel modes can vary significantly. A formal travel policy helps employees consistently choose lower-carbon options, reducing business travel emissions without restricting business activity. By prioritising virtual meetings, reducing unnecessary trips, and favouring lower-emission transport modes, organisations can decouple business growth from travel-related emissions and extend sustainable travel practices across suppliers and partners.","Begin by analysing travel data to identify key emissions hotspots, then establish a clear travel hierarchy that prioritises virtual meetings, rail, public transport, and low-emission vehicles before air travel. Support the policy with practical booking processes, defined approval requirements for exceptions, and measurable travel-emissions KPIs. Regularly review performance and update the policy to reflect changing travel needs and transport options.",Business-travel tCO₂e per employee; % of trips compliant with the travel hierarchy; % of short-haul trips replaced by rail or virtual meetings.,all,,Optimise company travel practices and policies,4,YES,Consolidate.xlsx,工作表1,133
INIT-0133,Provide infrastructure and incentives for low-carbon guest travel,Supply Chain,Transport and Distribution,"Providing the physical facilities and financial or practical incentives that make it easier for guests to travel to, from, and around a venue using lower carbon transport, rather than defaulting to private car or taxi use.","Guest travel is often one of the largest contributors to an organisation's overall carbon footprint, yet it is typically one of the hardest parts for a business to influence directly. Infrastructure and incentives are valuable precisely because they give businesses a genuine, controllable lever over this otherwise indirect source, EV charging points, shuttle services, and rewards for car-free travel all sit within the business's own decisions, rather than depending on guest behaviour alone. Beyond reducing emissions, these measures can enhance the guest experience, attract environmentally conscious customers, and create a competitive advantage that supports both sustainability and commercial objectives. EV charging in particular can generate direct revenue through session-based charging fees, alongside indirect revenue through increased bookings and occupancy from guests who specifically seek out charging access, turning the initiative into a commercial asset rather than a pure cost.","The approach should be tailored to the site type. Businesses with control over their premises can install EV charging, cycle storage, and public transport signage. Those in leased locations can work with landlords to improve facilities and promote existing transport links. Rural sites may benefit from car-sharing schemes and partnerships with local taxi or shuttle providers, while hotels can offer shared transfers to reduce individual journeys. Infrastructure should be supported by incentives, such as discounts for car-free arrivals or priority access to EV charging, to encourage uptake and maximise impact.",Number of EV charge points or low-carbon travel facilities installed; charging sessions and utilisation; % of guests arriving by lower-carbon modes; annual revenue and tCO₂e avoided.,all,,"Encourage and enable lower-emission guest travel (e.g. EV charge points, cycling and public transport)",4,YES,Consolidate.xlsx,工作表1,134
INIT-0134,Commission specialist assessments for on-farm emissions hotspots in the top three commodities,Nature & Resources,Nature & Biodiversity – Supplier Engagement,"Working with specialist third parties to identify, quantify and address the largest agricultural emissions sources within the supply chain.","Methodology Accuracy, Verified Carbon Premium unlocked & Hidden efficiency gains","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: Number of on-farm hotspot assessments completed by a named specialist, with a minimum defined as the top three commodities by spend or emissions.","Number of on-farm hotspot assessments completed by a named specialist, with a minimum defined as the top three commodities by spend or emissions","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Engage third parties on biggest on-farm emissions hotspots,4,YES,Consolidate.xlsx,工作表1,135
INIT-0135,Publish a biodiversity policy with named targets and owner,Nature & Resources,Nature & Biodiversity – Biodiversity,"Assessing biodiversity impacts and dependencies across the supply chain and establishing policies to prevent, reduce or restore associated harm.","Low Cost of Capital, Risk Mitigation, Enhancing portfolio value","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: Binary yes/no policy in place, reviewed annually, with named responsible owner.","Binary yes/no policy in place, reviewed annually, with named responsible owner","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Understand biodiversity footprint across supply chain & policies,4,YES,Consolidate.xlsx,工作表1,136
INIT-0136,Ensure compliance with Biodiversity Net Gain (BNG) requirements,Nature & Resources,Nature & Biodiversity – Biodiversity,Meeting applicable Biodiversity Net Gain requirements by measuring habitat impacts and delivering the required improvement in biodiversity value.,"Prevents planning blockages and costly delays, Minimizes expensive credit spending, Unlocks a new land asset class","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: Biodiversity units gained per qualifying development project, confirmed by an accredited assessor.","Biodiversity units gained per qualifying development project, confirmed by an accredited assessor","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Ensure compliant with Biodiversity Net Gain (BNG),4,YES,Consolidate.xlsx,工作表1,137
INIT-0137,Engage priority suppliers by spend on biodiversity and request a formal response within 90 days,Nature & Resources,Nature & Biodiversity – Biodiversity,"Working with suppliers to adopt practices that protect habitats, improve soil and ecosystem health and increase biodiversity.","Mitigates systemic material risk, Preempts costly supplier non-compliance, Aggregates accurate Scope 3 data","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: % of suppliers by spend who received a formal requirement, and % who responded with a specific commitment or action.","% of suppliers by spend who received a formal requirement, and % who responded with a specific commitment or action","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Engage suppliers to adopt biodiversity practices,4,YES,Consolidate.xlsx,工作表1,138
INIT-0138,Undertake a TNFD review,Nature & Resources,Nature & Biodiversity – Biodiversity,"Assessing nature-related dependencies, impacts, risks and opportunities using the Taskforce on Nature-related Financial Disclosures approach.","Proactive Regulatory Alignment, Access to Premium ESG Capital, Supply Chain & Operational Resilience, Biodiversity and Habitat Preservation","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: Binary completion of TNFD assessment across all four pillars (Governance, Strategy, Risk & Impact Management, Metrics & Targets), with disclosure published.","Binary completion of TNFD assessment across all four pillars (Governance, Strategy, Risk & Impact Management, Metrics & Targets), with disclosure published","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Undertake a TNFD review,4,YES,Consolidate.xlsx,工作表1,139
INIT-0139,Fund a named biodiversity protection or restoration programme with annual investment and independent verification,Nature & Resources,Nature & Biodiversity – Biodiversity,"Providing funding or direct support for the conservation, restoration and long-term management of protected areas and green spaces.","Asset and Property Protection, Premium Guest Pricing, Eco-Tourism Revenue Growth, Biodiversity Restoration","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: £ invested per year in verified conservation or restoration projects, hectares protected or restored, and the verification standard used (Gold Standard, Plan Vivo).","£ invested per year in verified conservation or restoration projects, hectares protected or restored, and the verification standard used (Gold Standard, Plan Vivo)","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Invest in protection/restoration of protected areas and green spaces,4,YES,Consolidate.xlsx,工作表1,140
INIT-0140,Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months,Nature & Resources,Water Management – Water,"Reviewing fixtures, equipment and operating practices in kitchens and bathrooms to identify opportunities to reduce water use without compromising hygiene or service quality.","Lower Utility Bills, Reduced Energy Costs, Rapid Payback PeriodsRapid Payback Periods","Establish a pre-change baseline, confirm technical and operational requirements, pilot at representative sites, scale after safety and performance checks, and verify the KPI: % reduction in water consumption per cover or per site following audit implementation, measured against a pre-audit baseline.","% reduction in water consumption per cover or per site following audit implementation, measured against a pre-audit baseline","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Explore potential bathroom and kitchen water efficiencies,4,YES,Consolidate.xlsx,工作表1,141
INIT-0141,"Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk",Nature & Resources,Water Management – Water,"Identifying and managing water-related risks within the organisation and its supply chain to improve resilience to scarcity, disruption, quality issues and regulatory change.","Prevents supply shocks, Mitigates regulatory fines, Protects future capital, Reduces downstream pollution, Promotes water circularity, Preserves wetland biodiversity","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: Number of water-related risks formally documented in a risk register, and % with a defined mitigation plan and named owner.","Number of water-related risks formally documented in a risk register, and % with a defined mitigation plan and named owner","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Ensure water resilience by managing internal and supplier risks.,4,YES,Consolidate.xlsx,工作表1,142
INIT-0142,Recycle rainwater and grey water,Nature & Resources,Water Management – Water,"Collecting and treating rainwater or lightly contaminated grey water for suitable non-potable uses such as toilet flushing, irrigation or cleaning.","Slashes water supply costs, Lowers sewage and drainage fees, Preserves pristine freshwate, Recharges local aquifers","Establish a pre-change baseline, confirm technical and operational requirements, pilot at representative sites, scale after safety and performance checks, and verify the KPI: Volume of rainwater or grey water harvested and reused per year in m³, and the % of total site water demand that volume represents.","Volume of rainwater or grey water harvested and reused per year in m³, and the % of total site water demand that volume represents","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Recycle rainwater and grey water,4,YES,Consolidate.xlsx,工作表1,143
INIT-0143,Self-supply water direct from the wholesale water market,Nature & Resources,Water Management – Water,"Buying water directly from the competitive wholesale market rather than solely through the default retail supplier, where regulation permits.","Eradicates Retail Profit Margins, Direct Data and Metering Control, Consolidated Multi-Site Billing, Data-Driven Water Stewardship, Incentivizes Infrastructure Efficiency","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: Binary (wholesale contract in place), % reduction in water unit cost versus previous retail tariff, and confirmation of improved consumption data access from the arrangement.","Binary (wholesale contract in place), % reduction in water unit cost versus previous retail tariff, and confirmation of improved consumption data access from the arrangement","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Self-supply water direct from the wholesale water market,4,YES,Consolidate.xlsx,工作表1,144
INIT-0144,Complete supply chain water mapping covering top 5 commodities by estimated water use,Nature & Resources,Water Management – Water,"Assessing water use and water-related impacts across the supply chain and establishing policies to reduce consumption, especially in water-stressed locations.","Prevents Commodity Cost Shocks, Ensures Regulatory Compliance, Enhances Scope 3 Risk Disclosure, Reduces Virtual Water Footprint, Drives Upstream Circularity","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: % of total food and ingredient spend mapped for water intensity.",% of total food and ingredient spend mapped for water intensity,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,"Understand your water footprint across your supply chain & introduce policies to reduce water consumption, particularly in water stressed regions",4,YES,Consolidate.xlsx,工作表1,145
INIT-0145,Use high-efficiency shower and faucet aerators,Nature & Resources,Water Management – Water,Installing high-efficiency showerheads and tap aerators that reduce water flow while maintaining acceptable user experience.,"Dual Utility Savings, Ultra-Fast Capital Payback, Decreased Infrastructure Strain, Preserves Asset Valuation, Substantial Resource Conservation, Eases Wastewater Municipal Strains","Establish a pre-change baseline, confirm technical and operational requirements, pilot at representative sites, scale after safety and performance checks, and verify the KPI: % of guest-room showers and faucets fitted with certified high-efficiency aerators, and % reduction in water flow rate in litres per minute versus pre-installation baseline.","% of guest-room showers and faucets fitted with certified high-efficiency aerators, and % reduction in water flow rate in litres per minute versus pre-installation baseline","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Use high-efficiency shower and faucet aerators,4,YES,Consolidate.xlsx,工作表1,146
INIT-0146,Optimise hot liquor use,Nature & Resources,Water Management – Brewing,"Reducing unnecessary hot-liquor production and losses through improved measurement, scheduling, recovery and process control.","Slashes Heating Fuel and Energy Bills, Accelerates Production Cycle Efficiency, Reduces Direct Wastewater Utility Levies, Lowers Boiler Upkeep Costs, Cuts Scope 1 and 2 Thermal Emissions, Prevents Thermal Pollution in Local Biomes, Promotes Closed-Loop Water Circularity","Establish a pre-change baseline, confirm technical and operational requirements, pilot at representative sites, scale after safety and performance checks, and verify the KPI: Litres of hot liquor used per hectolitre of beer produced, measured monthly against a defined baseline year.","Litres of hot liquor used per hectolitre of beer produced, measured monthly against a defined baseline year","Brewries, Pubs/Bars (partial)","Restaurant, QSR, Contract Caterers, Hotels, Experiential Leisure",Optimise hot liquor use,4,YES,Consolidate.xlsx,工作表1,147
INIT-0147,Optimise CIP wash temperature,Nature & Resources,Water Management – Brewing,Optimising cleaning-in-place wash temperatures to use no more heat than required for effective hygiene and product safety.,"Slashes Thermal Energy Bill, Accelerates Uptime and Turnaround, Extends Asset and Pipe Lifespan, Cuts Direct Carbon Footprint, Prevents Thermal Runoff Pollution, Supports Onsite Water Circularity","Establish a pre-change baseline, confirm technical and operational requirements, pilot at representative sites, scale after safety and performance checks, and verify the KPI: Average CIP wash temperature in °C tracked monthly, energy consumption per CIP cycle in kWh, and water volume per CIP cycle in litres — all against a baseline.","Average CIP wash temperature in °C tracked monthly, energy consumption per CIP cycle in kWh, and water volume per CIP cycle in litres — all against a baseline","Brewries, Pubs/Bars (partial)","Restaurant, QSR, Contract Caterers, Hotels, Experiential Leisure",Optimise CIP wash temperature,4,YES,Consolidate.xlsx,工作表1,148
INIT-0148,Reduce water temp in laundry; and line dry linens where possible,Nature & Resources,Water Management – Brewing,Lowering laundry wash temperatures where hygiene standards allow and using line drying instead of mechanical drying where practical.,"Slashes Thermal Energy Bills, Eliminates Dryer Energy Overhead, Extends Linen and Textile Lifespan, Brings down GHGs, Eliminates Localized Heat Waste","Establish a pre-change baseline, confirm technical and operational requirements, pilot at representative sites, scale after safety and performance checks, and verify the KPI: Average laundry wash temperature in °C, % of eligible loads line-dried versus machine-dried, and kWh per kg of laundry processed.","Average laundry wash temperature in °C, % of eligible loads line-dried versus machine-dried, and kWh per kg of laundry processed","Hotels, Pubs/Bars (partial), Experiential Leisure (partial)","Restaurant, QSR, Contract Caterers, Brewries",Reduce water temp in laundry; and line dry linens where possible,4,YES,Consolidate.xlsx,工作表1,149
INIT-0149,Conduct a waste characterisation assessment,Nature & Resources,Waste & Circularity – Waste Management,"A structured analysis of the types, quantities and sources of waste generated by an organisation or site.","Lowers Landfill and Hauling Fees, Identifies Procurement Overspending, Optimizes Collection Bin Logistics, Uncovers Recyclable Revenue Streams, Maximizes Landfill Diversion, Cuts potent GHGs, Conserves Global Resource Lifecycles","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: Binary completion per site, with output being a breakdown of waste by stream (food, dry mixed recycling, general, cooking oil) expressed as kg per week and % of total waste.","Binary completion per site, with output being a breakdown of waste by stream (food, dry mixed recycling, general, cooking oil) expressed as kg per week and % of total waste","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Conduct a waste characterisation assessment,4,YES,Consolidate.xlsx,工作表1,150
INIT-0150,"Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date",Nature & Resources,Waste & Circularity – Waste Management,"Setting measurable, time-bound goals to reduce avoidable food waste across purchasing, storage, preparation, service and plate waste.","Reduces COGS, Lowers Direct Inventory Spoilage, Cuts Monthly Hauling Fees, Improves Culinary Labor Productivity, Cuts GHGs, Saves Embedded Virtual Water, Minimizes Land-Use Impact","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: kg of food waste per cover or per £1,000 of revenue against a documented baseline, with a % reduction target and dated deadline.","kg of food waste per cover or per £1,000 of revenue against a documented baseline, with a % reduction target and dated deadline","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",Partial for Experiential Leisure & Brewries,Set targets to reduce food waste.,4,YES,Consolidate.xlsx,工作表1,151
INIT-0151,Segregate food waste for composting or Anaerobic Digestion,Nature & Resources,Waste & Circularity – Waste Management,Separating food waste from general waste so it can be treated through composting or anaerobic digestion rather than landfill or incineration.,"Lowers General Waste Costs, Avoids Commercial Compliance Penalties, Cuts Landscape Maintenance Overhead, Mitigates Potent Landfill Gases, Restores Natural Soil Nutrients, Encourages Zero-Waste Circularity","Establish a pre-change baseline, confirm technical and operational requirements, pilot at representative sites, scale after safety and performance checks, and verify the KPI: % of total food waste by weight diverted to composting or AD rather than general waste or landfill, measured monthly via contractor reports.","% of total food waste by weight diverted to composting or AD rather than general waste or landfill, measured monthly via contractor reports","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",Partial for Experiential Leisure & Brewries,Segregate food waste for composting or Anaerobic Digestion (AD),4,YES,Consolidate.xlsx,工作表1,152
INIT-0152,Distribute Surplus Food via a credible distribution partner,Nature & Resources,Waste & Circularity – Waste Management,"Redistributing safe, edible surplus food to employees, community groups, charities or other users instead of disposing of it.","Lowers Commercial Disposal Fees, Uncovers Upstream Sourcing Flaw, Unlocks Corporate Tax Deductions, Prevents Methane Landfill Vents, Preserves Embedded Lifecycle Resources","Establish a pre-change baseline, confirm technical and operational requirements, pilot at representative sites, scale after safety and performance checks, and verify the KPI: kg of surplus food redistributed per month and estimated number of meals provided via a named partner.",kg of surplus food redistributed per month and estimated number of meals provided via a named partner,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",Partial for Experiential Leisure & Brewries,Distribute surplus food,4,YES,Consolidate.xlsx,工作表1,153
INIT-0153,Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days,Nature & Resources,Waste & Circularity – Waste Management,"Identifying ways to keep products, materials and resources in use for longer through reuse, repair, refurbishment, remanufacture or recycling.","Reduces Cap Ex, Lowers Trade Disposal Surcharges, Unlocks Procurement Value Mapping, Generates Secondary Salvage Revenue, Curtails Extraction and Manufacturing Emissions, Maximizes Landfill Diversion","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: Number of waste streams audited, number of viable circular options identified, and number actually implemented within 12 months of the audit.","Number of waste streams audited, number of viable circular options identified, and number actually implemented within 12 months of the audit","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Assess opportunities for circularity,4,YES,Consolidate.xlsx,工作表1,154
INIT-0154,Train operational teams to reduce production waste and measure pre/post-training waste performance,Nature & Resources,Waste & Circularity – Waste Management,"Training operational employees to prevent production waste through better forecasting, preparation, handling, storage and process control.","Optimized Raw Ingredient COGS, Drastic Drop in Storage Spoilage, Lowered Daily Trash Disposal Bills, Maximized Shift Productivity, Reduced Scope 3 Value Chain Footprint, Mitigated Landfill Methane Emissions","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: % of relevant operational staff trained with a completion record, and change in food waste per cover at trained sites versus untrained sites over the same period.","% of relevant operational staff trained with a completion record, and change in food waste per cover at trained sites versus untrained sites over the same period","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Train operational teams to reduce production waste,4,YES,Consolidate.xlsx,工作表1,155
INIT-0155,Quantify your food waste,Nature & Resources,Waste & Circularity – Waste Management,"Measuring the amount, type, source and cost of food waste consistently to establish a baseline and track reduction progress.","Pinpoints Financial Bleeding, Identifies the Root Source, Optimizes Procurement Budgets, Reduces Waste Hauling Fees, Shrinks the Scope 3 Value Chain Footprint, Cuts Landfill Methane Emissions","Define the eligible scope and baseline, appoint a named owner, complete the policy or assessment, approve a dated action plan, and review the KPI at least quarterly: kg of food waste per week per site broken down by pre-consumer and post-consumer waste where possible, using a named methodology.","kg of food waste per week per site broken down by pre-consumer and post-consumer waste where possible, using a named methodology","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",Partial for Experiential Leisure & Brewries,Quantify your food waste,4,YES,Consolidate.xlsx,工作表1,156
INIT-0156,Extend the life of your cooking oil,Nature & Resources,Waste & Circularity – Waste Management,"Extending the usable life of cooking oil through correct storage, filtration, temperature control and operating practices.","Slashes Procurement Costs, Controls Procurement Shrinkage, Reduces Heavy Kitchen Labor, Protects Menu Consistency and Quality, Cuts Scope 3 Upstream Lifecycle Pressures, Reduces Carbon Discharges, Improves Circular Economy Feedstocks","Establish a pre-change baseline, confirm technical and operational requirements, pilot at representative sites, scale after safety and performance checks, and verify the KPI: Average number of frying cycles per oil charge before disposal, and litres of oil consumed per £1,000 of fried-food revenue.","Average number of frying cycles per oil charge before disposal, and litres of oil consumed per £1,000 of fried-food revenue","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",Partial for Experiential Leisure & Brewries,Extend the life of your cooking oil,4,YES,Consolidate.xlsx,工作表1,157
INIT-0157,Recycle your used cooking oil at end of life,Nature & Resources,Waste & Circularity – Waste Management,"Collecting used cooking oil at the end of its useful life for responsible recycling, including conversion into fuels or other products where appropriate.","Slashes Procurement Costs, Controls Procurement Shrinkage, Reduces Heavy Kitchen Labor, Protects Menu Consistency and Quality, Cuts Scope 3 Upstream Lifecycle Pressures, Reduces Carbon Discharges, Improves Circular Economy Feedstocks","Establish a pre-change baseline, confirm technical and operational requirements, pilot at representative sites, scale after safety and performance checks, and verify the KPI: % of total used cooking oil volume collected by a licensed collector rather than disposed of as general waste, measured via collection records.","% of total used cooking oil volume collected by a licensed collector rather than disposed of as general waste, measured via collection records","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",Partial for Experiential Leisure & Brewries,Recycle your used cooking oil at end of life,4,YES,Consolidate.xlsx,工作表1,158
INIT-0158,Process food waste on-site,Nature & Resources,Waste & Circularity – Waste Management,"Using on-site technologies such as dehydration, composting or biological treatment to reduce or process food waste at the point of generation.","Drastically Lowers Hauling and Tipping Fees, Eliminates High-Frequency Pickups, Cuts Outbound Landscaping Costs, Future-Proofs Against Bio-Waste Taxes, Stops Potent Landfill Methane Emissions, Eliminates Scope 3 Collection Truck Emissions","Establish a pre-change baseline, confirm technical and operational requirements, pilot at representative sites, scale after safety and performance checks, and verify the KPI: % of total food waste by weight processed on-site, and output produced per tonne of food waste input (kg of compost, litres of liquid feed, or kWh of biogas).","% of total food waste by weight processed on-site, and output produced per tonne of food waste input (kg of compost, litres of liquid feed, or kWh of biogas)","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",Partial for Experiential Leisure & Brewries,Process food waste on-site,4,YES,Consolidate.xlsx,工作表1,159
INIT-0159,Recycle and responsibly dispose of staff uniforms at end-of-life,Nature & Resources,Waste & Circularity – Waste Management,"Collecting, reusing, repurposing or recycling staff uniforms and textiles responsibly when they are no longer suitable for use.","Slashes Industrial Hauling and Disposal Fees, Maximizes Brand Protection and Security, Trims Procurement Outlays via Uniform Pooling, Conserves Micro-Ecosystem Resources, Drastically Lowers Value Chain Carbon, Aviods textlie waste from going to landfill","Establish a pre-change baseline, confirm technical and operational requirements, pilot at representative sites, scale after safety and performance checks, and verify the KPI: % of decommissioned uniforms by weight collected through a textile-recovery or recycling scheme rather than general waste, and the named scheme used.","% of decommissioned uniforms by weight collected through a textile-recovery or recycling scheme rather than general waste, and the named scheme used","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Recycle and responsibly dispose of staff uniforms at end-of-life,4,YES,Consolidate.xlsx,工作表1,160
INIT-0160,Switch to lower-impact takeaway packaging,Nature & Resources,Waste & Circularity – Packaging,"Replacing conventional takeaway packaging with reusable, recyclable, compostable or lower-impact alternatives suited to local waste systems.","Reduces Ongoing Packaging Costs, Lowers Waste Management Fees, Drives Customer Acquisition and Revenue, Bypasses Plastic Compliance Penalties, Slashes GHGs, Eradicates ""White Pollution"" and Microplastics","Establish a pre-change baseline, confirm technical and operational requirements, pilot at representative sites, scale after safety and performance checks, and verify the KPI: % of takeaway packaging units by volume meeting the defined standard, and % reduction in virgin plastic units per month.","% of takeaway packaging units by volume meeting the defined standard, and % reduction in virgin plastic units per month","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",Partial for Experiential Leisure & Brewries,Switch to eco-friendly takeaway packaging,4,YES,Consolidate.xlsx,工作表1,161
